Demand,Hour,Day of week,Specific hour,datetime,temp,windspeed,visibility,conditions
43,2783,Thursday,23,2022-04-29T00:00:00,6.7,12.2,25.0,Partially cloudy
51,2784,Friday,0,2022-04-29T01:00:00,4.0,9.3,24.9,Partially cloudy
40,2785,Friday,1,2022-04-29T02:00:00,3.3,9.7,24.9,Partially cloudy
17,2786,Friday,2,2022-04-29T03:00:00,3.6,4.3,24.9,Overcast
8,2787,Friday,3,2022-04-29T04:00:00,5.9,7.2,19.9,Overcast
22,2788,Friday,4,2022-04-29T05:00:00,2.6,5.0,1.0,Partially cloudy
44,2789,Friday,5,2022-04-29T06:00:00,2.0,6.5,1.0,Overcast
13,2790,Friday,6,2022-04-29T07:00:00,2.6,5.0,1.1,Partially cloudy
33,2791,Friday,7,2022-04-29T08:00:00,6.5,13.6,18.0,Partially cloudy
68,2792,Friday,8,2022-04-29T09:00:00,7.3,12.6,25.1,Overcast
113,2793,Friday,9,2022-04-29T10:00:00,9.3,15.1,30.1,Partially cloudy
154,2794,Friday,10,2022-04-29T11:00:00,10.1,14.0,30.0,Partially cloudy
171,2795,Friday,11,2022-04-29T12:00:00,10.7,10.8,30.1,Overcast
154,2796,Friday,12,2022-04-29T13:00:00,11.6,11.5,30.1,Overcast
124,2797,Friday,13,2022-04-29T14:00:00,12.6,13.7,30.1,Overcast
81,2798,Friday,14,2022-04-29T15:00:00,12.6,14.4,30.0,Overcast
51,2799,Friday,15,2022-04-29T16:00:00,12.6,17.3,30.1,Overcast
318,2800,Friday,16,2022-04-29T17:00:00,11.9,20.5,30.0,Overcast
304,2801,Friday,17,2022-04-29T18:00:00,11.5,19.8,25.1,Overcast
238,2802,Friday,18,2022-04-29T19:00:00,10.6,20.9,20.0,Overcast
187,2803,Friday,19,2022-04-29T20:00:00,9.5,18.7,22.1,Overcast
133,2804,Friday,20,2022-04-29T21:00:00,8.6,14.7,18.1,Overcast
85,2805,Friday,21,2022-04-29T22:00:00,8.0,15.1,25.1,Overcast
50,2806,Friday,22,2022-04-29T23:00:00,7.2,11.9,25.1,Overcast
21,2807,Friday,23,2022-04-30T00:00:00,4.2,9.3,25.0,Overcast
51,2808,Saturday,0,2022-04-30T01:00:00,4.0,9.3,25.0,Partially cloudy
39,2809,Saturday,1,2022-04-30T02:00:00,2.9,9.0,25.0,Overcast
18,2810,Saturday,2,2022-04-30T03:00:00,2.6,5.0,24.9,Partially cloudy
9,2811,Saturday,3,2022-04-30T04:00:00,1.7,9.3,24.9,Partially cloudy
23,2812,Saturday,4,2022-04-30T05:00:00,2.1,5.8,10.0,Clear
44,2813,Saturday,5,2022-04-30T06:00:00,3.6,13.3,8.0,Partially cloudy
158,2814,Saturday,6,2022-04-30T07:00:00,3.1,9.7,12.0,Overcast
205,2815,Saturday,7,2022-04-30T08:00:00,5.6,10.1,15.1,Partially cloudy
158,2816,Saturday,8,2022-04-30T09:00:00,8.2,9.4,18.1,Partially cloudy
74,2817,Saturday,9,2022-04-30T10:00:00,9.4,13.0,23.0,Clear
21,2818,Saturday,10,2022-04-30T11:00:00,10.6,13.7,25.1,Clear
3,2819,Saturday,11,2022-04-30T12:00:00,11.1,10.5,40.0,Partially cloudy
0,2820,Saturday,12,2022-04-30T13:00:00,11.4,14.0,40.0,Overcast
0,2821,Saturday,13,2022-04-30T14:00:00,11.9,13.0,40.0,Overcast
0,2822,Saturday,14,2022-04-30T15:00:00,12.4,13.7,40.0,Overcast
1,2823,Saturday,15,2022-04-30T16:00:00,12.4,15.5,40.0,Overcast
79,2824,Saturday,16,2022-04-30T17:00:00,12.6,11.2,40.0,Overcast
36,2825,Saturday,17,2022-04-30T18:00:00,12.1,15.1,40.0,Overcast
13,2826,Saturday,18,2022-04-30T19:00:00,12.3,12.2,40.0,Partially cloudy
4,2827,Saturday,19,2022-04-30T20:00:00,10.7,18.3,40.0,Clear
1,2828,Saturday,20,2022-04-30T21:00:00,9.8,12.9,40.0,Clear
0,2829,Saturday,21,2022-04-30T22:00:00,9.6,12.9,40.0,Clear
0,2830,Saturday,22,2022-04-30T23:00:00,8.8,16.9,39.9,Clear
0,2831,Saturday,23,2022-05-01T00:00:00,8.4,12.9,39.9,Clear
60,2832,Sunday,0,2022-05-01T01:00:00,8.0,10.4,39.9,Clear
46,2833,Sunday,1,2022-05-01T02:00:00,7.5,10.0,39.8,Clear
19,2834,Sunday,2,2022-05-01T03:00:00,5.1,4.0,39.8,Clear
9,2835,Sunday,3,2022-05-01T04:00:00,4.3,3.6,2.0,Clear
25,2836,Sunday,4,2022-05-01T05:00:00,2.3,5.4,2.0,Partially cloudy
52,2837,Sunday,5,2022-05-01T06:00:00,1.9,5.7,2.0,Partially cloudy
10,2838,Sunday,6,2022-05-01T07:00:00,3.5,6.8,7.0,Partially cloudy
25,2839,Sunday,7,2022-05-01T08:00:00,5.7,5.0,12.0,Partially cloudy
55,2840,Sunday,8,2022-05-01T09:00:00,6.8,5.0,15.1,Clear
101,2841,Sunday,9,2022-05-01T10:00:00,8.4,6.5,20.1,Partially cloudy
157,2842,Sunday,10,2022-05-01T11:00:00,9.6,5.4,25.0,Partially cloudy
203,2843,Sunday,11,2022-05-01T12:00:00,10.7,7.6,25.1,Partially cloudy
221,2844,Sunday,12,2022-05-01T13:00:00,12.3,10.1,30.0,Partially cloudy
223,2845,Sunday,13,2022-05-01T14:00:00,11.9,5.1,25.1,Overcast
189,2846,Sunday,14,2022-05-01T15:00:00,11.7,11.9,30.0,Overcast
156,2847,Sunday,15,2022-05-01T16:00:00,12.2,10.4,30.0,Overcast
282,2848,Sunday,16,2022-05-01T17:00:00,12.6,5.8,30.0,Overcast
334,2849,Sunday,17,2022-05-01T18:00:00,12.8,6.8,25.1,Overcast
337,2850,Sunday,18,2022-05-01T19:00:00,12.5,3.2,40.0,Overcast
349,2851,Sunday,19,2022-05-01T20:00:00,12.1,2.6,30.0,Overcast
337,2852,Sunday,20,2022-05-01T21:00:00,10.9,7.6,35.0,Partially cloudy
304,2853,Sunday,21,2022-05-01T22:00:00,10.0,10.0,30.0,Partially cloudy
256,2854,Sunday,22,2022-05-01T23:00:00,9.3,10.8,30.0,Partially cloudy
160,2855,Sunday,23,2022-05-02T00:00:00,8.8,11.1,30.1,Partially cloudy
100,2856,Monday,0,2022-05-02T01:00:00,7.8,9.7,30.0,Partially cloudy
77,2857,Monday,1,2022-05-02T02:00:00,8.0,5.4,30.1,Partially cloudy
52,2858,Monday,2,2022-05-02T03:00:00,6.5,2.5,30.0,Clear
20,2859,Monday,3,2022-05-02T04:00:00,7.1,3.6,25.0,Partially cloudy
11,2860,Monday,4,2022-05-02T05:00:00,6.7,1.8,24.9,Clear
29,2861,Monday,5,2022-05-02T06:00:00,6.7,9.0,24.9,Partially cloudy
64,2862,Monday,6,2022-05-02T07:00:00,6.7,7.5,24.9,Partially cloudy
93,2863,Monday,7,2022-05-02T08:00:00,8.1,10.8,25.0,Partially cloudy
50,2864,Monday,8,2022-05-02T09:00:00,9.5,9.0,25.1,Clear
92,2865,Monday,9,2022-05-02T10:00:00,10.9,8.6,25.0,Clear
141,2866,Monday,10,2022-05-02T11:00:00,12.2,9.3,25.1,Clear
184,2867,Monday,11,2022-05-02T12:00:00,14.1,6.8,25.0,Clear
200,2868,Monday,12,2022-05-02T13:00:00,14.7,6.1,25.0,Clear
202,2869,Monday,13,2022-05-02T14:00:00,15.9,6.1,25.1,Partially cloudy
172,2870,Monday,14,2022-05-02T15:00:00,16.1,5.4,25.0,Partially cloudy
128,2871,Monday,15,2022-05-02T16:00:00,16.3,13.7,20.0,Clear
241,2872,Monday,16,2022-05-02T17:00:00,16.5,10.5,20.1,Clear
270,2873,Monday,17,2022-05-02T18:00:00,16.1,12.6,25.0,Clear
280,2874,Monday,18,2022-05-02T19:00:00,15.0,20.1,30.0,Clear
270,2875,Monday,19,2022-05-02T20:00:00,13.3,20.1,30.0,Clear
241,2876,Monday,20,2022-05-02T21:00:00,12.1,17.2,30.0,Clear
198,2877,Monday,21,2022-05-02T22:00:00,10.7,12.2,30.0,Clear
152,2878,Monday,22,2022-05-02T23:00:00,9.2,11.1,30.0,Partially cloudy
86,2879,Monday,23,2022-05-03T00:00:00,8.2,7.9,30.0,Clear
105,2880,Tuesday,0,2022-05-03T01:00:00,2.7,2.5,30.0,Partially cloudy
81,2881,Tuesday,1,2022-05-03T02:00:00,3.1,4.7,30.0,Clear
55,2882,Tuesday,2,2022-05-03T03:00:00,3.5,2.2,30.1,Clear
21,2883,Tuesday,3,2022-05-03T04:00:00,1.8,3.6,30.0,Clear
11,2884,Tuesday,4,2022-05-03T05:00:00,0.9,5.4,30.1,Clear
31,2885,Tuesday,5,2022-05-03T06:00:00,0.8,5.4,18.1,Clear
68,2886,Tuesday,6,2022-05-03T07:00:00,2.2,5.4,22.0,Clear
98,2887,Tuesday,7,2022-05-03T08:00:00,5.7,3.3,20.0,Partially cloudy
36,2888,Tuesday,8,2022-05-03T09:00:00,9.6,12.6,17.9,"Rain, Partially cloudy"
66,2889,Tuesday,9,2022-05-03T10:00:00,9.9,11.9,14.0,"Rain, Overcast"
128,2890,Tuesday,10,2022-05-03T11:00:00,10.7,11.9,12.1,Overcast
166,2891,Tuesday,11,2022-05-03T12:00:00,10.9,11.2,15.1,Overcast
181,2892,Tuesday,12,2022-05-03T13:00:00,11.1,14.0,15.1,Overcast
183,2893,Tuesday,13,2022-05-03T14:00:00,11.9,16.6,20.0,Partially cloudy
154,2894,Tuesday,14,2022-05-03T15:00:00,13.1,16.6,25.1,Partially cloudy
116,2895,Tuesday,15,2022-05-03T16:00:00,11.9,17.3,28.1,Clear
230,2896,Tuesday,16,2022-05-03T17:00:00,12.4,19.1,25.1,Clear
265,2897,Tuesday,17,2022-05-03T18:00:00,12.5,13.3,25.1,Partially cloudy
230,2898,Tuesday,18,2022-05-03T19:00:00,11.7,16.6,20.1,Partially cloudy
202,2899,Tuesday,19,2022-05-03T20:00:00,10.6,15.5,20.1,Partially cloudy
163,2900,Tuesday,20,2022-05-03T21:00:00,9.3,15.4,20.1,Partially cloudy
120,2901,Tuesday,21,2022-05-03T22:00:00,8.1,12.2,25.1,Partially cloudy
82,2902,Tuesday,22,2022-05-03T23:00:00,7.4,11.1,25.0,Partially cloudy
40,2903,Tuesday,23,2022-05-04T00:00:00,6.0,7.5,25.0,Clear
100,2904,Wednesday,0,2022-05-04T01:00:00,3.8,6.5,25.0,Partially cloudy
77,2905,Wednesday,1,2022-05-04T02:00:00,3.3,3.6,29.9,Clear
52,2906,Wednesday,2,2022-05-04T03:00:00,1.8,4.7,29.9,Clear
20,2907,Wednesday,3,2022-05-04T04:00:00,3.1,4.3,30.0,Clear
10,2908,Wednesday,4,2022-05-04T05:00:00,4.0,1.8,30.0,Partially cloudy
29,2909,Wednesday,5,2022-05-04T06:00:00,3.8,2.9,20.0,Partially cloudy
64,2910,Wednesday,6,2022-05-04T07:00:00,4.0,3.2,30.0,Partially cloudy
93,2911,Wednesday,7,2022-05-04T08:00:00,6.4,2.6,30.0,Partially cloudy
60,2912,Wednesday,8,2022-05-04T09:00:00,8.2,4.3,30.1,Partially cloudy
99,2913,Wednesday,9,2022-05-04T10:00:00,9.1,4.3,30.0,Partially cloudy
136,2914,Wednesday,10,2022-05-04T11:00:00,10.6,10.4,30.1,Partially cloudy
150,2915,Wednesday,11,2022-05-04T12:00:00,11.4,9.0,30.0,Partially cloudy
136,2916,Wednesday,12,2022-05-04T13:00:00,12.4,9.4,30.1,Overcast
110,2917,Wednesday,13,2022-05-04T14:00:00,12.7,13.6,27.0,Overcast
73,2918,Wednesday,14,2022-05-04T15:00:00,13.4,12.6,25.1,Partially cloudy
44,2919,Wednesday,15,2022-05-04T16:00:00,14.4,7.2,25.0,Partially cloudy
245,2920,Wednesday,16,2022-05-04T17:00:00,13.7,6.9,25.1,Partially cloudy
276,2921,Wednesday,17,2022-05-04T18:00:00,14.4,7.6,23.1,Partially cloudy
260,2922,Wednesday,18,2022-05-04T19:00:00,14.1,13.3,22.1,Partially cloudy
251,2923,Wednesday,19,2022-05-04T20:00:00,12.6,14.4,25.1,Clear
223,2924,Wednesday,20,2022-05-04T21:00:00,10.8,14.0,25.1,Partially cloudy
184,2925,Wednesday,21,2022-05-04T22:00:00,9.5,16.1,25.1,Overcast
140,2926,Wednesday,22,2022-05-04T23:00:00,7.9,11.5,25.1,Partially cloudy
79,2927,Wednesday,23,2022-05-05T00:00:00,6.9,7.5,25.1,Partially cloudy
80,2928,Thursday,0,2022-05-05T01:00:00,5.4,2.5,25.0,Partially cloudy
61,2929,Thursday,1,2022-05-05T02:00:00,3.0,2.2,24.9,Clear
25,2930,Thursday,2,2022-05-05T03:00:00,1.6,4.7,24.9,Partially cloudy
11,2931,Thursday,3,2022-05-05T04:00:00,2.0,3.6,10.0,Partially cloudy
33,2932,Thursday,4,2022-05-05T05:00:00,1.1,2.2,3.0,Overcast
69,2933,Thursday,5,2022-05-05T06:00:00,1.3,1.8,1.1,Overcast
14,2934,Thursday,6,2022-05-05T07:00:00,1.1,3.6,1.1,Partially cloudy
36,2935,Thursday,7,2022-05-05T08:00:00,4.9,2.9,15.1,Partially cloudy
78,2936,Thursday,8,2022-05-05T09:00:00,9.5,2.5,18.2,Clear
136,2937,Thursday,9,2022-05-05T10:00:00,9.8,4.3,20.0,Clear
199,2938,Thursday,10,2022-05-05T11:00:00,10.9,5.8,20.0,Clear
241,2939,Thursday,11,2022-05-05T12:00:00,12.6,5.0,25.0,Clear
240,2940,Thursday,12,2022-05-05T13:00:00,14.4,8.3,25.0,Clear
219,2941,Thursday,13,2022-05-05T14:00:00,15.6,10.1,25.1,Partially cloudy
165,2942,Thursday,14,2022-05-05T15:00:00,16.6,9.0,25.1,Overcast
119,2943,Thursday,15,2022-05-05T16:00:00,17.6,11.5,25.1,Partially cloudy
317,2944,Thursday,16,2022-05-05T17:00:00,18.0,13.3,25.0,Partially cloudy
300,2945,Thursday,17,2022-05-05T18:00:00,17.7,14.4,40.0,Clear
287,2946,Thursday,18,2022-05-05T19:00:00,17.4,14.8,35.0,Clear
253,2947,Thursday,19,2022-05-05T20:00:00,16.1,12.6,35.0,Clear
204,2948,Thursday,20,2022-05-05T21:00:00,14.6,10.8,30.1,Clear
150,2949,Thursday,21,2022-05-05T22:00:00,13.5,11.1,25.1,Clear
102,2950,Thursday,22,2022-05-05T23:00:00,12.2,9.7,30.1,Clear
51,2951,Thursday,23,2022-05-06T00:00:00,10.7,5.4,27.1,Clear
60,2952,Friday,0,2022-05-06T01:00:00,8.1,3.6,30.0,Clear
47,2953,Friday,1,2022-05-06T02:00:00,7.0,0.7,24.9,Partially cloudy
20,2954,Friday,2,2022-05-06T03:00:00,5.6,4.3,9.0,Clear
10,2955,Friday,3,2022-05-06T04:00:00,5.8,2.9,8.0,Clear
26,2956,Friday,4,2022-05-06T05:00:00,6.0,0.7,8.0,Clear
52,2957,Friday,5,2022-05-06T06:00:00,5.8,1.1,3.0,Clear
15,2958,Friday,6,2022-05-06T07:00:00,4.9,2.2,15.0,Clear
38,2959,Friday,7,2022-05-06T08:00:00,9.4,2.2,15.0,Clear
79,2960,Friday,8,2022-05-06T09:00:00,13.2,7.9,15.1,Clear
133,2961,Friday,9,2022-05-06T10:00:00,15.6,7.2,20.1,Clear
181,2962,Friday,10,2022-05-06T11:00:00,16.9,6.5,20.0,Partially cloudy
200,2963,Friday,11,2022-05-06T12:00:00,18.5,8.7,20.0,Partially cloudy
181,2964,Friday,12,2022-05-06T13:00:00,19.1,11.9,20.1,Partially cloudy
146,2965,Friday,13,2022-05-06T14:00:00,19.2,9.0,25.0,Partially cloudy
96,2966,Friday,14,2022-05-06T15:00:00,19.6,9.4,25.0,Partially cloudy
59,2967,Friday,15,2022-05-06T16:00:00,20.2,8.3,25.0,Partially cloudy
374,2968,Friday,16,2022-05-06T17:00:00,19.9,8.3,30.1,Partially cloudy
356,2969,Friday,17,2022-05-06T18:00:00,21.0,14.0,25.1,Partially cloudy
279,2970,Friday,18,2022-05-06T19:00:00,19.1,14.0,40.0,Partially cloudy
219,2971,Friday,19,2022-05-06T20:00:00,19.0,11.9,40.0,Overcast
156,2972,Friday,20,2022-05-06T21:00:00,16.8,14.3,40.0,Partially cloudy
101,2973,Friday,21,2022-05-06T22:00:00,16.3,11.1,40.0,Partially cloudy
58,2974,Friday,22,2022-05-06T23:00:00,13.8,4.3,40.0,Partially cloudy
25,2975,Friday,23,2022-05-07T00:00:00,12.6,1.8,40.0,Partially cloudy
60,2976,Saturday,0,2022-05-07T01:00:00,10.2,5.4,35.0,Overcast
46,2977,Saturday,1,2022-05-07T02:00:00,10.5,2.5,30.1,Overcast
20,2978,Saturday,2,2022-05-07T03:00:00,10.8,5.8,30.0,Overcast
10,2979,Saturday,3,2022-05-07T04:00:00,8.7,4.7,30.0,Partially cloudy
27,2980,Saturday,4,2022-05-07T05:00:00,8.8,3.6,25.0,Overcast
53,2981,Saturday,5,2022-05-07T06:00:00,9.3,1.8,20.0,Overcast
186,2982,Saturday,6,2022-05-07T07:00:00,10.6,2.5,12.0,Overcast
240,2983,Saturday,7,2022-05-07T08:00:00,12.5,3.6,10.0,Overcast
148,2984,Saturday,8,2022-05-07T09:00:00,13.8,5.0,9.0,"Rain, Overcast"
69,2985,Saturday,9,2022-05-07T10:00:00,15.6,5.1,9.1,"Rain, Overcast"
24,2986,Saturday,10,2022-05-07T11:00:00,17.1,3.3,15.1,Overcast
4,2987,Saturday,11,2022-05-07T12:00:00,17.8,5.8,15.1,Partially cloudy
0,2988,Saturday,12,2022-05-07T13:00:00,18.6,4.3,18.1,Partially cloudy
0,2989,Saturday,13,2022-05-07T14:00:00,18.8,5.1,18.1,Overcast
0,2990,Saturday,14,2022-05-07T15:00:00,18.4,10.1,18.1,"Rain, Overcast"
1,2991,Saturday,15,2022-05-07T16:00:00,16.6,12.3,10.2,"Rain, Partially cloudy"
84,2992,Saturday,16,2022-05-07T17:00:00,17.0,22.6,25.1,"Rain, Partially cloudy"
39,2993,Saturday,17,2022-05-07T18:00:00,16.4,21.9,25.0,Clear
15,2994,Saturday,18,2022-05-07T19:00:00,16.5,17.6,30.0,Clear
5,2995,Saturday,19,2022-05-07T20:00:00,14.8,21.9,30.0,Partially cloudy
2,2996,Saturday,20,2022-05-07T21:00:00,13.5,15.1,30.0,Clear
1,2997,Saturday,21,2022-05-07T22:00:00,11.0,16.9,25.0,Clear
0,2998,Saturday,22,2022-05-07T23:00:00,10.1,18.3,25.0,Clear
0,2999,Saturday,23,2022-05-08T00:00:00,9.1,19.4,25.0,Clear
70,3000,Sunday,0,2022-05-08T01:00:00,8.2,15.1,25.0,Clear
55,3001,Sunday,1,2022-05-08T02:00:00,8.0,16.1,25.0,Clear
23,3002,Sunday,2,2022-05-08T03:00:00,7.5,13.3,25.0,Clear
10,3003,Sunday,3,2022-05-08T04:00:00,7.0,11.5,24.9,Clear
30,3004,Sunday,4,2022-05-08T05:00:00,6.9,7.2,24.9,Clear
60,3005,Sunday,5,2022-05-08T06:00:00,2.6,7.9,19.9,Clear
11,3006,Sunday,6,2022-05-08T07:00:00,3.8,5.7,22.9,Clear
30,3007,Sunday,7,2022-05-08T08:00:00,7.3,6.8,30.0,Partially cloudy
65,3008,Sunday,8,2022-05-08T09:00:00,10.0,11.9,30.0,Partially cloudy
119,3009,Sunday,9,2022-05-08T10:00:00,10.3,11.9,30.0,Partially cloudy
183,3010,Sunday,10,2022-05-08T11:00:00,11.2,15.8,25.1,Partially cloudy
239,3011,Sunday,11,2022-05-08T12:00:00,13.2,15.5,27.1,Clear
261,3012,Sunday,12,2022-05-08T13:00:00,13.9,15.8,30.0,Clear
239,3013,Sunday,13,2022-05-08T14:00:00,14.2,16.2,30.0,Clear
202,3014,Sunday,14,2022-05-08T15:00:00,14.9,17.6,30.1,Clear
167,3015,Sunday,15,2022-05-08T16:00:00,15.9,14.8,30.1,Clear
300,3016,Sunday,16,2022-05-08T17:00:00,15.7,12.6,30.0,Clear
357,3017,Sunday,17,2022-05-08T18:00:00,15.6,11.1,30.0,Clear
396,3018,Sunday,18,2022-05-08T19:00:00,15.1,12.9,30.1,Clear
410,3019,Sunday,19,2022-05-08T20:00:00,13.6,13.3,30.1,Clear
396,3020,Sunday,20,2022-05-08T21:00:00,11.8,13.7,30.0,Clear
358,3021,Sunday,21,2022-05-08T22:00:00,9.8,11.2,30.0,Clear
300,3022,Sunday,22,2022-05-08T23:00:00,8.8,13.3,30.0,Clear
188,3023,Sunday,23,2022-05-09T00:00:00,8.0,12.2,39.9,Clear
85,3024,Monday,0,2022-05-09T01:00:00,7.4,6.8,39.9,Clear
66,3025,Monday,1,2022-05-09T02:00:00,5.1,3.6,39.8,Clear
44,3026,Monday,2,2022-05-09T03:00:00,4.5,2.2,39.8,Clear
17,3027,Monday,3,2022-05-09T04:00:00,4.3,5.4,39.8,Clear
9,3028,Monday,4,2022-05-09T05:00:00,2.5,2.2,29.8,Clear
25,3029,Monday,5,2022-05-09T06:00:00,4.4,3.6,29.8,Clear
54,3030,Monday,6,2022-05-09T07:00:00,5.0,9.0,24.9,Clear
80,3031,Monday,7,2022-05-09T08:00:00,9.6,5.8,30.1,Clear
42,3032,Monday,8,2022-05-09T09:00:00,11.6,12.2,35.0,Clear
78,3033,Monday,9,2022-05-09T10:00:00,14.2,11.2,35.0,Clear
120,3034,Monday,10,2022-05-09T11:00:00,16.2,12.2,35.0,Clear
156,3035,Monday,11,2022-05-09T12:00:00,18.2,14.0,35.0,Clear
170,3036,Monday,12,2022-05-09T13:00:00,19.1,13.7,40.0,Clear
156,3037,Monday,13,2022-05-09T14:00:00,20.4,11.9,35.0,Clear
132,3038,Monday,14,2022-05-09T15:00:00,21.4,11.5,40.0,Clear
109,3039,Monday,15,2022-05-09T16:00:00,21.4,14.4,40.0,Clear
204,3040,Monday,16,2022-05-09T17:00:00,21.9,10.1,40.0,Clear
229,3041,Monday,17,2022-05-09T18:00:00,21.9,14.0,40.0,Clear
238,3042,Monday,18,2022-05-09T19:00:00,21.7,16.9,40.0,Clear
230,3043,Monday,19,2022-05-09T20:00:00,20.4,12.6,35.0,Clear
204,3044,Monday,20,2022-05-09T21:00:00,19.3,12.9,35.0,Clear
169,3045,Monday,21,2022-05-09T22:00:00,17.7,9.7,40.0,Clear
128,3046,Monday,22,2022-05-09T23:00:00,16.3,9.4,40.0,Clear
73,3047,Monday,23,2022-05-10T00:00:00,15.3,11.2,40.0,Partially cloudy
89,3048,Tuesday,0,2022-05-10T01:00:00,14.1,7.2,40.0,Overcast
69,3049,Tuesday,1,2022-05-10T02:00:00,14.0,9.4,40.0,Overcast
46,3050,Tuesday,2,2022-05-10T03:00:00,13.5,5.4,40.0,Overcast
18,3051,Tuesday,3,2022-05-10T04:00:00,12.8,4.7,40.0,Overcast
9,3052,Tuesday,4,2022-05-10T05:00:00,12.1,6.1,30.1,Overcast
26,3053,Tuesday,5,2022-05-10T06:00:00,11.6,4.7,25.1,Overcast
58,3054,Tuesday,6,2022-05-10T07:00:00,12.2,8.7,30.0,Overcast
83,3055,Tuesday,7,2022-05-10T08:00:00,14.2,3.6,30.0,Partially cloudy
38,3056,Tuesday,8,2022-05-10T09:00:00,17.6,10.8,30.1,Overcast
71,3057,Tuesday,9,2022-05-10T10:00:00,18.8,10.1,25.0,Overcast
109,3058,Tuesday,10,2022-05-10T11:00:00,21.4,16.2,31.0,Overcast
141,3059,Tuesday,11,2022-05-10T12:00:00,23.2,25.5,30.1,Overcast
154,3060,Tuesday,12,2022-05-10T13:00:00,23.7,24.8,30.0,Overcast
155,3061,Tuesday,13,2022-05-10T14:00:00,23.7,24.1,30.0,Overcast
131,3062,Tuesday,14,2022-05-10T15:00:00,23.4,24.8,25.0,Overcast
98,3063,Tuesday,15,2022-05-10T16:00:00,24.1,28.4,25.0,"Rain, Overcast"
196,3064,Tuesday,16,2022-05-10T17:00:00,23.7,28.4,30.1,"Rain, Overcast"
224,3065,Tuesday,17,2022-05-10T18:00:00,21.9,28.7,25.1,Overcast
196,3066,Tuesday,18,2022-05-10T19:00:00,17.9,18.3,17.9,"Rain, Overcast"
172,3067,Tuesday,19,2022-05-10T20:00:00,17.1,15.1,29.9,"Rain, Overcast"
138,3068,Tuesday,20,2022-05-10T21:00:00,15.1,4.7,39.9,"Rain, Overcast"
102,3069,Tuesday,21,2022-05-10T22:00:00,14.3,4.3,44.8,"Rain, Overcast"
69,3070,Tuesday,22,2022-05-10T23:00:00,12.7,7.5,29.8,Clear
35,3071,Tuesday,23,2022-05-11T00:00:00,11.9,5.8,29.8,Overcast
85,3072,Wednesday,0,2022-05-11T01:00:00,12.5,11.1,39.8,"Rain, Overcast"
66,3073,Wednesday,1,2022-05-11T02:00:00,12.5,11.1,39.8,Overcast
44,3074,Wednesday,2,2022-05-11T03:00:00,12.3,4.7,39.8,Overcast
18,3075,Wednesday,3,2022-05-11T04:00:00,12.0,4.3,39.9,Overcast
9,3076,Wednesday,4,2022-05-11T05:00:00,12.3,2.5,34.9,Overcast
25,3077,Wednesday,5,2022-05-11T06:00:00,12.3,2.2,30.0,Overcast
54,3078,Wednesday,6,2022-05-11T07:00:00,13.1,10.8,30.0,Overcast
79,3079,Wednesday,7,2022-05-11T08:00:00,13.8,8.3,25.0,Overcast
40,3080,Wednesday,8,2022-05-11T09:00:00,15.6,12.6,25.0,"Rain, Partially cloudy"
85,3081,Wednesday,9,2022-05-11T10:00:00,16.6,16.2,35.0,Partially cloudy
115,3082,Wednesday,10,2022-05-11T11:00:00,18.1,16.9,35.0,Partially cloudy
127,3083,Wednesday,11,2022-05-11T12:00:00,19.1,24.5,30.0,Partially cloudy
115,3084,Wednesday,12,2022-05-11T13:00:00,19.7,30.9,25.0,Partially cloudy
92,3085,Wednesday,13,2022-05-11T14:00:00,21.2,26.3,30.0,Partially cloudy
61,3086,Wednesday,14,2022-05-11T15:00:00,22.2,30.9,30.0,Partially cloudy
37,3087,Wednesday,15,2022-05-11T16:00:00,22.8,34.9,35.0,Overcast
209,3088,Wednesday,16,2022-05-11T17:00:00,22.7,28.4,35.0,Overcast
234,3089,Wednesday,17,2022-05-11T18:00:00,22.5,27.7,27.1,Overcast
221,3090,Wednesday,18,2022-05-11T19:00:00,21.1,26.9,45.0,Partially cloudy
213,3091,Wednesday,19,2022-05-11T20:00:00,19.5,20.1,40.0,Partially cloudy
190,3092,Wednesday,20,2022-05-11T21:00:00,16.6,16.9,25.0,Partially cloudy
157,3093,Wednesday,21,2022-05-11T22:00:00,13.9,11.5,44.9,Overcast
120,3094,Wednesday,22,2022-05-11T23:00:00,13.6,9.0,44.9,Overcast
68,3095,Wednesday,23,2022-05-12T00:00:00,13.0,5.8,44.8,"Rain, Overcast"
68,3096,Thursday,0,2022-05-12T01:00:00,12.7,7.6,49.9,"Rain, Overcast"
52,3097,Thursday,1,2022-05-12T02:00:00,14.3,22.7,49.9,"Rain, Overcast"
21,3098,Thursday,2,2022-05-12T03:00:00,14.1,34.5,50.0,Partially cloudy
9,3099,Thursday,3,2022-05-12T04:00:00,12.1,42.1,49.8,Partially cloudy
28,3100,Thursday,4,2022-05-12T05:00:00,10.7,24.1,50.0,Clear
58,3101,Thursday,5,2022-05-12T06:00:00,9.4,18.0,50.0,Clear
12,3102,Thursday,6,2022-05-12T07:00:00,10.1,17.6,49.9,Partially cloudy
31,3103,Thursday,7,2022-05-12T08:00:00,11.6,18.4,50.0,Clear
66,3104,Thursday,8,2022-05-12T09:00:00,13.1,18.7,50.0,Clear
116,3105,Thursday,9,2022-05-12T10:00:00,14.2,25.9,50.0,Clear
169,3106,Thursday,10,2022-05-12T11:00:00,16.1,22.0,45.0,Clear
