Demand,Hour,Day of week,Specific hour
136.0,4426,Wednesday,10
150.0,4427,Wednesday,11
135.0,4428,Wednesday,12
99.0,4429,Wednesday,13
65.0,4430,Wednesday,14
40.0,4431,Wednesday,15
223.0,4432,Wednesday,16
251.0,4433,Wednesday,17
261.0,4434,Wednesday,18
251.0,4435,Wednesday,19
224.0,4436,Wednesday,20
185.0,4437,Wednesday,21
141.0,4438,Wednesday,22
79.0,4439,Wednesday,23
80.0,4440,Thursday,0
61.0,4441,Thursday,1
25.0,4442,Thursday,2
10.0,4443,Thursday,3
33.0,4444,Thursday,4
69.0,4445,Thursday,5
14.0,4446,Thursday,6
37.0,4447,Thursday,7
77.0,4448,Thursday,8
137.0,4449,Thursday,9
199.0,4450,Thursday,10
241.0,4451,Thursday,11
241.0,4452,Thursday,12
199.0,4453,Thursday,13
150.0,4454,Thursday,14
109.0,4455,Thursday,15
288.0,4456,Thursday,16
301.0,4457,Thursday,17
288.0,4458,Thursday,18
253.0,4459,Thursday,19
204.0,4460,Thursday,20
150.0,4461,Thursday,21
102.0,4462,Thursday,22
51.0,4463,Thursday,23
60.0,4464,Friday,0
46.0,4465,Friday,1
21.0,4466,Friday,2
10.0,4467,Friday,3
27.0,4468,Friday,4
52.0,4469,Friday,5
15.0,4470,Friday,6
38.0,4471,Friday,7
79.0,4472,Friday,8
133.0,4473,Friday,9
181.0,4474,Friday,10
201.0,4475,Friday,11
181.0,4476,Friday,12
132.0,4477,Friday,13
87.0,4478,Friday,14
53.0,4479,Friday,15
340.0,4480,Friday,16
324.0,4481,Friday,17
280.0,4482,Friday,18
219.0,4483,Friday,19
156.0,4484,Friday,20
101.0,4485,Friday,21
58.0,4486,Friday,22
25.0,4487,Friday,23
60.0,4488,Saturday,0
46.0,4489,Saturday,1
20.0,4490,Saturday,2
10.0,4491,Saturday,3
26.0,4492,Saturday,4
52.0,4493,Saturday,5
187.0,4494,Saturday,6
241.0,4495,Saturday,7
186.0,4496,Saturday,8
87.0,4497,Saturday,9
24.0,4498,Saturday,10
4.0,4499,Saturday,11
1.0,4500,Saturday,12
0.0,4501,Saturday,13
-0.0,4502,Saturday,14
1.0,4503,Saturday,15
85.0,4504,Saturday,16
39.0,4505,Saturday,17
15.0,4506,Saturday,18
5.0,4507,Saturday,19
1.0,4508,Saturday,20
1.0,4509,Saturday,21
0.0,4510,Saturday,22
-0.0,4511,Saturday,23
69.0,4512,Sunday,0
54.0,4513,Sunday,1
22.0,4514,Sunday,2
11.0,4515,Sunday,3
30.0,4516,Sunday,4
61.0,4517,Sunday,5
11.0,4518,Sunday,6
30.0,4519,Sunday,7
65.0,4520,Sunday,8
119.0,4521,Sunday,9
184.0,4522,Sunday,10
239.0,4523,Sunday,11
261.0,4524,Sunday,12
239.0,4525,Sunday,13
202.0,4526,Sunday,14
167.0,4527,Sunday,15
301.0,4528,Sunday,16
357.0,4529,Sunday,17
397.0,4530,Sunday,18
410.0,4531,Sunday,19
396.0,4532,Sunday,20
357.0,4533,Sunday,21
301.0,4534,Sunday,22
188.0,4535,Sunday,23
95.0,4536,Monday,0
73.0,4537,Monday,1
49.0,4538,Monday,2
19.0,4539,Monday,3
10.0,4540,Monday,4
28.0,4541,Monday,5
61.0,4542,Monday,6
89.0,4543,Monday,7
47.0,4544,Monday,8
88.0,4545,Monday,9
135.0,4546,Monday,10
175.0,4547,Monday,11
190.0,4548,Monday,12
175.0,4549,Monday,13
149.0,4550,Monday,14
122.0,4551,Monday,15
228.0,4552,Monday,16
256.0,4553,Monday,17
266.0,4554,Monday,18
256.0,4555,Monday,19
229.0,4556,Monday,20
188.0,4557,Monday,21
143.0,4558,Monday,22
81.0,4559,Monday,23
99.0,4560,Tuesday,0
77.0,4561,Tuesday,1
52.0,4562,Tuesday,2
20.0,4563,Tuesday,3
10.0,4564,Tuesday,4
29.0,4565,Tuesday,5
65.0,4566,Tuesday,6
93.0,4567,Tuesday,7
43.0,4568,Tuesday,8
78.0,4569,Tuesday,9
121.0,4570,Tuesday,10
157.0,4571,Tuesday,11
171.0,4572,Tuesday,12
157.0,4573,Tuesday,13
133.0,4574,Tuesday,14
109.0,4575,Tuesday,15
219.0,4576,Tuesday,16
229.0,4577,Tuesday,17
219.0,4578,Tuesday,18
193.0,4579,Tuesday,19
155.0,4580,Tuesday,20
114.0,4581,Tuesday,21
77.0,4582,Tuesday,22
39.0,4583,Tuesday,23
95.0,4584,Wednesday,0
74.0,4585,Wednesday,1
49.0,4586,Wednesday,2
19.0,4587,Wednesday,3
10.0,4588,Wednesday,4
28.0,4589,Wednesday,5
61.0,4590,Wednesday,6
89.0,4591,Wednesday,7
56.0,4592,Wednesday,8
95.0,4593,Wednesday,9
129.0,4594,Wednesday,10
143.0,4595,Wednesday,11
129.0,4596,Wednesday,12
95.0,4597,Wednesday,13
62.0,4598,Wednesday,14
38.0,4599,Wednesday,15
211.0,4600,Wednesday,16
238.0,4601,Wednesday,17
247.0,4602,Wednesday,18
238.0,4603,Wednesday,19
212.0,4604,Wednesday,20
175.0,4605,Wednesday,21
133.0,4606,Wednesday,22
75.0,4607,Wednesday,23
76.0,4608,Thursday,0
58.0,4609,Thursday,1
23.0,4610,Thursday,2
10.0,4611,Thursday,3
32.0,4612,Thursday,4
65.0,4613,Thursday,5
14.0,4614,Thursday,6
35.0,4615,Thursday,7
73.0,4616,Thursday,8
129.0,4617,Thursday,9
189.0,4618,Thursday,10
228.0,4619,Thursday,11
228.0,4620,Thursday,12
189.0,4621,Thursday,13
142.0,4622,Thursday,14
103.0,4623,Thursday,15
274.0,4624,Thursday,16
285.0,4625,Thursday,17
273.0,4626,Thursday,18
240.0,4627,Thursday,19
193.0,4628,Thursday,20
143.0,4629,Thursday,21
97.0,4630,Thursday,22
48.0,4631,Thursday,23
57.0,4632,Friday,0
44.0,4633,Friday,1
19.0,4634,Friday,2
9.0,4635,Friday,3
25.0,4636,Friday,4
50.0,4637,Friday,5
15.0,4638,Friday,6
37.0,4639,Friday,7
75.0,4640,Friday,8
126.0,4641,Friday,9
171.0,4642,Friday,10
190.0,4643,Friday,11
171.0,4644,Friday,12
126.0,4645,Friday,13
82.0,4646,Friday,14
51.0,4647,Friday,15
324.0,4648,Friday,16
308.0,4649,Friday,17
266.0,4650,Friday,18
209.0,4651,Friday,19
148.0,4652,Friday,20
95.0,4653,Friday,21
56.0,4654,Friday,22
24.0,4655,Friday,23
57.0,4656,Saturday,0
45.0,4657,Saturday,1
20.0,4658,Saturday,2
10.0,4659,Saturday,3
25.0,4660,Saturday,4
50.0,4661,Saturday,5
178.0,4662,Saturday,6
229.0,4663,Saturday,7
177.0,4664,Saturday,8
83.0,4665,Saturday,9
22.0,4666,Saturday,10
4.0,4667,Saturday,11
1.0,4668,Saturday,12
-0.0,4669,Saturday,13
0.0,4670,Saturday,14
-0.0,4671,Saturday,15
81.0,4672,Saturday,16
37.0,4673,Saturday,17
14.0,4674,Saturday,18
5.0,4675,Saturday,19
2.0,4676,Saturday,20
0.0,4677,Saturday,21
0.0,4678,Saturday,22
-0.0,4679,Saturday,23
67.0,4680,Sunday,0
51.0,4681,Sunday,1
21.0,4682,Sunday,2
10.0,4683,Sunday,3
29.0,4684,Sunday,4
58.0,4685,Sunday,5
11.0,4686,Sunday,6
29.0,4687,Sunday,7
61.0,4688,Sunday,8
114.0,4689,Sunday,9
175.0,4690,Sunday,10
226.0,4691,Sunday,11
247.0,4692,Sunday,12
227.0,4693,Sunday,13
192.0,4694,Sunday,14
159.0,4695,Sunday,15
285.0,4696,Sunday,16
339.0,4697,Sunday,17
377.0,4698,Sunday,18
390.0,4699,Sunday,19
376.0,4700,Sunday,20
339.0,4701,Sunday,21
286.0,4702,Sunday,22
179.0,4703,Sunday,23
115.0,4704,Monday,0
89.0,4705,Monday,1
60.0,4706,Monday,2
23.0,4707,Monday,3
12.0,4708,Monday,4
34.0,4709,Monday,5
74.0,4710,Monday,6
108.0,4711,Monday,7
58.0,4712,Monday,8
105.0,4713,Monday,9
163.0,4714,Monday,10
211.0,4715,Monday,11
231.0,4716,Monday,12
211.0,4717,Monday,13
179.0,4718,Monday,14
147.0,4719,Monday,15
277.0,4720,Monday,16
310.0,4721,Monday,17
323.0,4722,Monday,18
310.0,4723,Monday,19
277.0,4724,Monday,20
228.0,4725,Monday,21
174.0,4726,Monday,22
99.0,4727,Monday,23
121.0,4728,Tuesday,0
93.0,4729,Tuesday,1
62.0,4730,Tuesday,2
24.0,4731,Tuesday,3
13.0,4732,Tuesday,4
34.0,4733,Tuesday,5
77.0,4734,Tuesday,6
113.0,4735,Tuesday,7
52.0,4736,Tuesday,8
95.0,4737,Tuesday,9
146.0,4738,Tuesday,10
191.0,4739,Tuesday,11
208.0,4740,Tuesday,12
190.0,4741,Tuesday,13
162.0,4742,Tuesday,14
133.0,4743,Tuesday,15
265.0,4744,Tuesday,16
277.0,4745,Tuesday,17
264.0,4746,Tuesday,18
233.0,4747,Tuesday,19
187.0,4748,Tuesday,20
138.0,4749,Tuesday,21
94.0,4750,Tuesday,22
47.0,4751,Tuesday,23
115.0,4752,Wednesday,0
89.0,4753,Wednesday,1
60.0,4754,Wednesday,2
23.0,4755,Wednesday,3
12.0,4756,Wednesday,4
33.0,4757,Wednesday,5
74.0,4758,Wednesday,6
108.0,4759,Wednesday,7
68.0,4760,Wednesday,8
114.0,4761,Wednesday,9
156.0,4762,Wednesday,10
173.0,4763,Wednesday,11
156.0,4764,Wednesday,12
114.0,4765,Wednesday,13
76.0,4766,Wednesday,14
46.0,4767,Wednesday,15
257.0,4768,Wednesday,16
288.0,4769,Wednesday,17
300.0,4770,Wednesday,18
289.0,4771,Wednesday,19
257.0,4772,Wednesday,20
212.0,4773,Wednesday,21
161.0,4774,Wednesday,22
91.0,4775,Wednesday,23
92.0,4776,Thursday,0
70.0,4777,Thursday,1
28.0,4778,Thursday,2
12.0,4779,Thursday,3
39.0,4780,Thursday,4
79.0,4781,Thursday,5
16.0,4782,Thursday,6
42.0,4783,Thursday,7
89.0,4784,Thursday,8
158.0,4785,Thursday,9
229.0,4786,Thursday,10
277.0,4787,Thursday,11
277.0,4788,Thursday,12
229.0,4789,Thursday,13
173.0,4790,Thursday,14
125.0,4791,Thursday,15
330.0,4792,Thursday,16
345.0,4793,Thursday,17
331.0,4794,Thursday,18
291.0,4795,Thursday,19
234.0,4796,Thursday,20
173.0,4797,Thursday,21
117.0,4798,Thursday,22
58.0,4799,Thursday,23
69.0,4800,Friday,0
53.0,4801,Friday,1
23.0,4802,Friday,2
12.0,4803,Friday,3
31.0,4804,Friday,4
60.0,4805,Friday,5
17.0,4806,Friday,6
44.0,4807,Friday,7
91.0,4808,Friday,8
153.0,4809,Friday,9
209.0,4810,Friday,10
231.0,4811,Friday,11
208.0,4812,Friday,12
153.0,4813,Friday,13
100.0,4814,Friday,14
62.0,4815,Friday,15
392.0,4816,Friday,16
373.0,4817,Friday,17
322.0,4818,Friday,18
253.0,4819,Friday,19
180.0,4820,Friday,20
116.0,4821,Friday,21
68.0,4822,Friday,22
28.0,4823,Friday,23
69.0,4824,Saturday,0
54.0,4825,Saturday,1
24.0,4826,Saturday,2
12.0,4827,Saturday,3
30.0,4828,Saturday,4
60.0,4829,Saturday,5
215.0,4830,Saturday,6
277.0,4831,Saturday,7
215.0,4832,Saturday,8
100.0,4833,Saturday,9
28.0,4834,Saturday,10
5.0,4835,Saturday,11
-0.0,4836,Saturday,12
0.0,4837,Saturday,13
0.0,4838,Saturday,14
0.0,4839,Saturday,15
97.0,4840,Saturday,16
45.0,4841,Saturday,17
18.0,4842,Saturday,18
6.0,4843,Saturday,19
2.0,4844,Saturday,20
0.0,4845,Saturday,21
1.0,4846,Saturday,22
0.0,4847,Saturday,23
81.0,4848,Sunday,0
62.0,4849,Sunday,1
26.0,4850,Sunday,2
12.0,4851,Sunday,3
34.0,4852,Sunday,4
69.0,4853,Sunday,5
13.0,4854,Sunday,6
34.0,4855,Sunday,7
75.0,4856,Sunday,8
137.0,4857,Sunday,9
211.0,4858,Sunday,10
275.0,4859,Sunday,11
299.0,4860,Sunday,12
275.0,4861,Sunday,13
233.0,4862,Sunday,14
192.0,4863,Sunday,15
345.0,4864,Sunday,16
411.0,4865,Sunday,17
457.0,4866,Sunday,18
472.0,4867,Sunday,19
457.0,4868,Sunday,20
411.0,4869,Sunday,21
346.0,4870,Sunday,22
217.0,4871,Sunday,23
100.0,4872,Monday,0
77.0,4873,Monday,1
52.0,4874,Monday,2
20.0,4875,Monday,3
10.0,4876,Monday,4
29.0,4877,Monday,5
64.0,4878,Monday,6
93.0,4879,Monday,7
50.0,4880,Monday,8
92.0,4881,Monday,9
141.0,4882,Monday,10
184.0,4883,Monday,11
200.0,4884,Monday,12
183.0,4885,Monday,13
156.0,4886,Monday,14
129.0,4887,Monday,15
241.0,4888,Monday,16
270.0,4889,Monday,17
281.0,4890,Monday,18
270.0,4891,Monday,19
240.0,4892,Monday,20
198.0,4893,Monday,21
151.0,4894,Monday,22
86.0,4895,Monday,23
105.0,4896,Tuesday,0
81.0,4897,Tuesday,1
54.0,4898,Tuesday,2
21.0,4899,Tuesday,3
11.0,4900,Tuesday,4
30.0,4901,Tuesday,5
67.0,4902,Tuesday,6
99.0,4903,Tuesday,7
45.0,4904,Tuesday,8
83.0,4905,Tuesday,9
127.0,4906,Tuesday,10
166.0,4907,Tuesday,11
181.0,4908,Tuesday,12
165.0,4909,Tuesday,13
141.0,4910,Tuesday,14
115.0,4911,Tuesday,15
230.0,4912,Tuesday,16
241.0,4913,Tuesday,17
230.0,4914,Tuesday,18
202.0,4915,Tuesday,19
163.0,4916,Tuesday,20
121.0,4917,Tuesday,21
82.0,4918,Tuesday,22
41.0,4919,Tuesday,23
100.0,4920,Wednesday,0
77.0,4921,Wednesday,1
52.0,4922,Wednesday,2
20.0,4923,Wednesday,3
11.0,4924,Wednesday,4
29.0,4925,Wednesday,5
64.0,4926,Wednesday,6
93.0,4927,Wednesday,7
59.0,4928,Wednesday,8
100.0,4929,Wednesday,9
136.0,4930,Wednesday,10
151.0,4931,Wednesday,11
136.0,4932,Wednesday,12
100.0,4933,Wednesday,13
65.0,4934,Wednesday,14
41.0,4935,Wednesday,15
223.0,4936,Wednesday,16
251.0,4937,Wednesday,17
261.0,4938,Wednesday,18
251.0,4939,Wednesday,19
223.0,4940,Wednesday,20
184.0,4941,Wednesday,21
140.0,4942,Wednesday,22
80.0,4943,Wednesday,23
80.0,4944,Thursday,0
61.0,4945,Thursday,1
25.0,4946,Thursday,2
11.0,4947,Thursday,3
33.0,4948,Thursday,4
69.0,4949,Thursday,5
14.0,4950,Thursday,6
37.0,4951,Thursday,7
77.0,4952,Thursday,8
136.0,4953,Thursday,9
199.0,4954,Thursday,10
240.0,4955,Thursday,11
241.0,4956,Thursday,12
198.0,4957,Thursday,13
150.0,4958,Thursday,14
108.0,4959,Thursday,15
287.0,4960,Thursday,16
300.0,4961,Thursday,17
287.0,4962,Thursday,18
253.0,4963,Thursday,19
203.0,4964,Thursday,20
150.0,4965,Thursday,21
102.0,4966,Thursday,22
51.0,4967,Thursday,23
60.0,4968,Friday,0
46.0,4969,Friday,1
21.0,4970,Friday,2
11.0,4971,Friday,3
27.0,4972,Friday,4
53.0,4973,Friday,5
15.0,4974,Friday,6
38.0,4975,Friday,7
79.0,4976,Friday,8
132.0,4977,Friday,9
180.0,4978,Friday,10
200.0,4979,Friday,11
180.0,4980,Friday,12
133.0,4981,Friday,13
86.0,4982,Friday,14
53.0,4983,Friday,15
341.0,4984,Friday,16
324.0,4985,Friday,17
281.0,4986,Friday,18
220.0,4987,Friday,19
156.0,4988,Friday,20
101.0,4989,Friday,21
60.0,4990,Friday,22
25.0,4991,Friday,23
60.0,4992,Saturday,0
47.0,4993,Saturday,1
20.0,4994,Saturday,2
10.0,4995,Saturday,3
27.0,4996,Saturday,4
52.0,4997,Saturday,5
186.0,4998,Saturday,6
241.0,4999,Saturday,7
186.0,5000,Saturday,8
87.0,5001,Saturday,9
24.0,5002,Saturday,10
4.0,5003,Saturday,11
1.0,5004,Saturday,12
0.0,5005,Saturday,13
-0.0,5006,Saturday,14
-0.0,5007,Saturday,15
84.0,5008,Saturday,16
39.0,5009,Saturday,17
16.0,5010,Saturday,18
5.0,5011,Saturday,19
1.0,5012,Saturday,20
1.0,5013,Saturday,21
0.0,5014,Saturday,22
-0.0,5015,Saturday,23
70.0,5016,Sunday,0
54.0,5017,Sunday,1
23.0,5018,Sunday,2
10.0,5019,Sunday,3
30.0,5020,Sunday,4
60.0,5021,Sunday,5
12.0,5022,Sunday,6
29.0,5023,Sunday,7
65.0,5024,Sunday,8
119.0,5025,Sunday,9
183.0,5026,Sunday,10
239.0,5027,Sunday,11
260.0,5028,Sunday,12
238.0,5029,Sunday,13
202.0,5030,Sunday,14
167.0,5031,Sunday,15
300.0,5032,Sunday,16
357.0,5033,Sunday,17
396.0,5034,Sunday,18
410.0,5035,Sunday,19
396.0,5036,Sunday,20
357.0,5037,Sunday,21
301.0,5038,Sunday,22
188.0,5039,Sunday,23
90.0,5040,Monday,0
69.0,5041,Monday,1
47.0,5042,Monday,2
18.0,5043,Monday,3
9.0,5044,Monday,4
26.0,5045,Monday,5
58.0,5046,Monday,6
84.0,5047,Monday,7
45.0,5048,Monday,8
82.0,5049,Monday,9
127.0,5050,Monday,10
166.0,5051,Monday,11
181.0,5052,Monday,12
165.0,5053,Monday,13
140.0,5054,Monday,14
116.0,5055,Monday,15
217.0,5056,Monday,16
243.0,5057,Monday,17
253.0,5058,Monday,18
243.0,5059,Monday,19
216.0,5060,Monday,20
178.0,5061,Monday,21
136.0,5062,Monday,22
77.0,5063,Monday,23
94.0,5064,Tuesday,0
73.0,5065,Tuesday,1
49.0,5066,Tuesday,2
19.0,5067,Tuesday,3
9.0,5068,Tuesday,4
27.0,5069,Tuesday,5
60.0,5070,Tuesday,6
88.0,5071,Tuesday,7
40.0,5072,Tuesday,8
74.0,5073,Tuesday,9
114.0,5074,Tuesday,10
149.0,5075,Tuesday,11
162.0,5076,Tuesday,12
149.0,5077,Tuesday,13
126.0,5078,Tuesday,14
104.0,5079,Tuesday,15
207.0,5080,Tuesday,16
216.0,5081,Tuesday,17
207.0,5082,Tuesday,18
181.0,5083,Tuesday,19
147.0,5084,Tuesday,20
108.0,5085,Tuesday,21
73.0,5086,Tuesday,22
36.0,5087,Tuesday,23
90.0,5088,Wednesday,0
69.0,5089,Wednesday,1
47.0,5090,Wednesday,2
18.0,5091,Wednesday,3
9.0,5092,Wednesday,4
26.0,5093,Wednesday,5
58.0,5094,Wednesday,6
84.0,5095,Wednesday,7
53.0,5096,Wednesday,8
90.0,5097,Wednesday,9
122.0,5098,Wednesday,10
135.0,5099,Wednesday,11
122.0,5100,Wednesday,12
90.0,5101,Wednesday,13
59.0,5102,Wednesday,14
36.0,5103,Wednesday,15
201.0,5104,Wednesday,16
225.0,5105,Wednesday,17
234.0,5106,Wednesday,18
224.0,5107,Wednesday,19
200.0,5108,Wednesday,20
165.0,5109,Wednesday,21
126.0,5110,Wednesday,22
71.0,5111,Wednesday,23
72.0,5112,Thursday,0
55.0,5113,Thursday,1
22.0,5114,Thursday,2
10.0,5115,Thursday,3
30.0,5116,Thursday,4
62.0,5117,Thursday,5
13.0,5118,Thursday,6
33.0,5119,Thursday,7
70.0,5120,Thursday,8
123.0,5121,Thursday,9
179.0,5122,Thursday,10
216.0,5123,Thursday,11
216.0,5124,Thursday,12
179.0,5125,Thursday,13
135.0,5126,Thursday,14
97.0,5127,Thursday,15
258.0,5128,Thursday,16
270.0,5129,Thursday,17
259.0,5130,Thursday,18
227.0,5131,Thursday,19
183.0,5132,Thursday,20
136.0,5133,Thursday,21
92.0,5134,Thursday,22
46.0,5135,Thursday,23
54.0,5136,Friday,0
42.0,5137,Friday,1
19.0,5138,Friday,2
9.0,5139,Friday,3
24.0,5140,Friday,4
47.0,5141,Friday,5
14.0,5142,Friday,6
35.0,5143,Friday,7
71.0,5144,Friday,8
119.0,5145,Friday,9
163.0,5146,Friday,10
180.0,5147,Friday,11
163.0,5148,Friday,12
119.0,5149,Friday,13
79.0,5150,Friday,14
48.0,5151,Friday,15
307.0,5152,Friday,16
292.0,5153,Friday,17
252.0,5154,Friday,18
198.0,5155,Friday,19
140.0,5156,Friday,20
90.0,5157,Friday,21
53.0,5158,Friday,22
22.0,5159,Friday,23
54.0,5160,Saturday,0
42.0,5161,Saturday,1
19.0,5162,Saturday,2
9.0,5163,Saturday,3
24.0,5164,Saturday,4
47.0,5165,Saturday,5
168.0,5166,Saturday,6
216.0,5167,Saturday,7
168.0,5168,Saturday,8
78.0,5169,Saturday,9
21.0,5170,Saturday,10
4.0,5171,Saturday,11
0.0,5172,Saturday,12
0.0,5173,Saturday,13
1.0,5174,Saturday,14
0.0,5175,Saturday,15
77.0,5176,Saturday,16
35.0,5177,Saturday,17
13.0,5178,Saturday,18
4.0,5179,Saturday,19
1.0,5180,Saturday,20
0.0,5181,Saturday,21
-0.0,5182,Saturday,22
0.0,5183,Saturday,23
64.0,5184,Sunday,0
49.0,5185,Sunday,1
21.0,5186,Sunday,2
9.0,5187,Sunday,3
27.0,5188,Sunday,4
55.0,5189,Sunday,5
10.0,5190,Sunday,6
27.0,5191,Sunday,7
59.0,5192,Sunday,8
107.0,5193,Sunday,9
166.0,5194,Sunday,10
215.0,5195,Sunday,11
234.0,5196,Sunday,12
215.0,5197,Sunday,13
181.0,5198,Sunday,14
150.0,5199,Sunday,15
270.0,5200,Sunday,16
322.0,5201,Sunday,17
357.0,5202,Sunday,18
370.0,5203,Sunday,19
357.0,5204,Sunday,20
322.0,5205,Sunday,21
270.0,5206,Sunday,22
170.0,5207,Sunday,23
85.0,5208,Monday,0
66.0,5209,Monday,1
44.0,5210,Monday,2
16.0,5211,Monday,3
9.0,5212,Monday,4
25.0,5213,Monday,5
55.0,5214,Monday,6
79.0,5215,Monday,7
43.0,5216,Monday,8
78.0,5217,Monday,9
120.0,5218,Monday,10
156.0,5219,Monday,11
170.0,5220,Monday,12
156.0,5221,Monday,13
132.0,5222,Monday,14
109.0,5223,Monday,15
205.0,5224,Monday,16
230.0,5225,Monday,17
239.0,5226,Monday,18
230.0,5227,Monday,19
204.0,5228,Monday,20
169.0,5229,Monday,21
128.0,5230,Monday,22
73.0,5231,Monday,23
90.0,5232,Tuesday,0
69.0,5233,Tuesday,1
46.0,5234,Tuesday,2
18.0,5235,Tuesday,3
9.0,5236,Tuesday,4
26.0,5237,Tuesday,5
57.0,5238,Tuesday,6
83.0,5239,Tuesday,7
37.0,5240,Tuesday,8
70.0,5241,Tuesday,9
109.0,5242,Tuesday,10
140.0,5243,Tuesday,11
153.0,5244,Tuesday,12
141.0,5245,Tuesday,13
119.0,5246,Tuesday,14
98.0,5247,Tuesday,15
196.0,5248,Tuesday,16
204.0,5249,Tuesday,17
196.0,5250,Tuesday,18
172.0,5251,Tuesday,19
138.0,5252,Tuesday,20
102.0,5253,Tuesday,21
69.0,5254,Tuesday,22
35.0,5255,Tuesday,23
85.0,5256,Wednesday,0
66.0,5257,Wednesday,1
44.0,5258,Wednesday,2
17.0,5259,Wednesday,3
9.0,5260,Wednesday,4
25.0,5261,Wednesday,5
54.0,5262,Wednesday,6
79.0,5263,Wednesday,7
50.0,5264,Wednesday,8
84.0,5265,Wednesday,9
115.0,5266,Wednesday,10
128.0,5267,Wednesday,11
116.0,5268,Wednesday,12
85.0,5269,Wednesday,13
55.0,5270,Wednesday,14
34.0,5271,Wednesday,15
190.0,5272,Wednesday,16
213.0,5273,Wednesday,17
221.0,5274,Wednesday,18
213.0,5275,Wednesday,19
190.0,5276,Wednesday,20
156.0,5277,Wednesday,21
119.0,5278,Wednesday,22
68.0,5279,Wednesday,23
68.0,5280,Thursday,0
52.0,5281,Thursday,1
21.0,5282,Thursday,2
9.0,5283,Thursday,3
28.0,5284,Thursday,4
59.0,5285,Thursday,5
12.0,5286,Thursday,6
31.0,5287,Thursday,7
66.0,5288,Thursday,8
116.0,5289,Thursday,9
169.0,5290,Thursday,10
204.0,5291,Thursday,11
204.0,5292,Thursday,12
169.0,5293,Thursday,13
127.0,5294,Thursday,14
91.0,5295,Thursday,15
245.0,5296,Thursday,16
256.0,5297,Thursday,17
244.0,5298,Thursday,18
214.0,5299,Thursday,19
173.0,5300,Thursday,20
128.0,5301,Thursday,21
87.0,5302,Thursday,22
43.0,5303,Thursday,23
51.0,5304,Friday,0
39.0,5305,Friday,1
17.0,5306,Friday,2
9.0,5307,Friday,3
22.0,5308,Friday,4
44.0,5309,Friday,5
13.0,5310,Friday,6
32.0,5311,Friday,7
67.0,5312,Friday,8
113.0,5313,Friday,9
154.0,5314,Friday,10
171.0,5315,Friday,11
153.0,5316,Friday,12
113.0,5317,Friday,13
74.0,5318,Friday,14
46.0,5319,Friday,15
290.0,5320,Friday,16
276.0,5321,Friday,17
238.0,5322,Friday,18
186.0,5323,Friday,19
133.0,5324,Friday,20
85.0,5325,Friday,21
50.0,5326,Friday,22
21.0,5327,Friday,23
51.0,5328,Saturday,0
39.0,5329,Saturday,1
17.0,5330,Saturday,2
9.0,5331,Saturday,3
23.0,5332,Saturday,4
44.0,5333,Saturday,5
158.0,5334,Saturday,6
204.0,5335,Saturday,7
158.0,5336,Saturday,8
74.0,5337,Saturday,9
20.0,5338,Saturday,10
3.0,5339,Saturday,11
-0.0,5340,Saturday,12
0.0,5341,Saturday,13
0.0,5342,Saturday,14
-0.0,5343,Saturday,15
72.0,5344,Saturday,16
33.0,5345,Saturday,17
13.0,5346,Saturday,18
4.0,5347,Saturday,19
1.0,5348,Saturday,20
0.0,5349,Saturday,21
0.0,5350,Saturday,22
-0.0,5351,Saturday,23
60.0,5352,Sunday,0
46.0,5353,Sunday,1
19.0,5354,Sunday,2
9.0,5355,Sunday,3
26.0,5356,Sunday,4
52.0,5357,Sunday,5
10.0,5358,Sunday,6
26.0,5359,Sunday,7
55.0,5360,Sunday,8
101.0,5361,Sunday,9
156.0,5362,Sunday,10
203.0,5363,Sunday,11
221.0,5364,Sunday,12
203.0,5365,Sunday,13
172.0,5366,Sunday,14
142.0,5367,Sunday,15
256.0,5368,Sunday,16
304.0,5369,Sunday,17
337.0,5370,Sunday,18
349.0,5371,Sunday,19
337.0,5372,Sunday,20
304.0,5373,Sunday,21
256.0,5374,Sunday,22
160.0,5375,Sunday,23
105.0,5376,Monday,0
81.0,5377,Monday,1
55.0,5378,Monday,2
21.0,5379,Monday,3
11.0,5380,Monday,4
31.0,5381,Monday,5
67.0,5382,Monday,6
98.0,5383,Monday,7
52.0,5384,Monday,8
97.0,5385,Monday,9
148.0,5386,Monday,10
193.0,5387,Monday,11
210.0,5388,Monday,12
193.0,5389,Monday,13
164.0,5390,Monday,14
134.0,5391,Monday,15
252.0,5392,Monday,16
283.0,5393,Monday,17
295.0,5394,Monday,18
283.0,5395,Monday,19
252.0,5396,Monday,20
208.0,5397,Monday,21
158.0,5398,Monday,22
90.0,5399,Monday,23
110.0,5400,Tuesday,0
85.0,5401,Tuesday,1
57.0,5402,Tuesday,2
22.0,5403,Tuesday,3
11.0,5404,Tuesday,4
32.0,5405,Tuesday,5
70.0,5406,Tuesday,6
104.0,5407,Tuesday,7
47.0,5408,Tuesday,8
87.0,5409,Tuesday,9
133.0,5410,Tuesday,10
174.0,5411,Tuesday,11
190.0,5412,Tuesday,12
174.0,5413,Tuesday,13
147.0,5414,Tuesday,14
120.0,5415,Tuesday,15
242.0,5416,Tuesday,16
252.0,5417,Tuesday,17
242.0,5418,Tuesday,18
212.0,5419,Tuesday,19
171.0,5420,Tuesday,20
126.0,5421,Tuesday,21
86.0,5422,Tuesday,22
43.0,5423,Tuesday,23
